GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0035957	13.657906097962	0.604563155261278	0.225319830014547	2.68313337189295	0.0072935896924839	0.0616413699944503	chr3L	9047438	9048724	+	protein_coding	CG5144
FBgn0011770	283.058037928427	0.382238619910667	0.142497433834453	2.68242458565769	0.00730906291935708	0.0616884910393738	chrX	10328876	10329872	-	protein_coding	Gip
FBgn0015360	864.821792340883	-0.283049157438037	0.105567426121419	-2.68121680936397	0.00733549726328182	0.0618512542150595	chr3L	2258838	2262664	-	protein_coding	oxt
FBgn0038143	30.3987701068843	0.616131937310521	0.229912273141687	2.67985666398427	0.00736536913808438	0.0619817702448761	chr3R	13373103	13379775	-	protein_coding	CG9813
FBgn0037369	274.533830321781	0.369180239609496	0.137777774951443	2.6795340521329	0.00737247041752138	0.0619817702448761	chr3R	5734697	5736355	-	protein_coding	CG2100
FBgn0261553	1271.94274341373	-0.287080740178548	0.107127832047663	-2.67979604077885	0.00736670309781002	0.0619817702448761	chr3L	11214504	11230745	+	protein_coding	CG42671
FBgn0261862	1142.52691369157	-0.296374113216929	0.110828693114963	-2.67416410757004	0.00749157815269013	0.0629219831057498	chr2R	10469472	10478567	-	protein_coding	whd
FBgn0037659	2126.8896575953	-0.241747494410337	0.0904305724470637	-2.67329386366376	0.00751104219971603	0.0630242735884999	chr3R	9052494	9063245	+	protein_coding	Kdm2
FBgn0030467	832.935033105485	0.288835660252089	0.108164698113357	2.67033205186214	0.00757762691864175	0.0635213667375676	chrX	13294472	13302415	-	protein_coding	CG1764
FBgn0267339	195.793422590495	-0.423333867113087	0.158577986745218	-2.66956262847026	0.00759501075433871	0.0635743070133459	chr3R	24149019	24150203	-	protein_coding	p38c
FBgn0028425	3753.70272591068	-0.25216999650749	0.0944668422323599	-2.66940220026862	0.00759863986265168	0.0635743070133459	chr2L	12051754	12056042	-	protein_coding	JhI-21
FBgn0030067	1983.66760876339	-0.269842946468367	0.101100075305894	-2.66906770990938	0.00760621149827753	0.0635761697310134	chrX	8901698	8903761	+	protein_coding	Rbm13
FBgn0039069	32.8134700375321	-0.611781565027239	0.229674176910135	-2.66369329481307	0.00772879942435346	0.0645384592857932	chr3R	23284001	23286041	+	protein_coding	CG6763
FBgn0015575	695.664604099522	0.344302955614345	0.129310913647965	2.66259781097575	0.00775400305958344	0.0646864806831787	chr3R	7519562	7523753	-	protein_coding	alpha-Est7
FBgn0039544	1132.82736037552	0.266482947229257	0.100160645213476	2.66055541736269	0.00780118883160839	0.0650174225262468	chr3R	27707099	27710857	+	protein_coding	CG12877
FBti0019291	41.0118593116683	-0.602761765393378	0.226595773267583	-2.66007506098354	0.00781232388844341	0.0650475591519961	chr3R	4565799	4567214	+	transposable_element	NA
FBgn0030073	673.411215989104	-0.278748890503162	0.104927665017033	-2.65658146931901	0.00789373752352795	0.0656539351846629	chrX	8972907	8974255	-	protein_coding	CG10962
FBgn0029944	529.582684118717	0.320964516840267	0.120831424576429	2.65630003093481	0.00790032904025362	0.0656539351846629	chrX	7324213	7328806	+	protein_coding	Dok
FBgn0035203	830.041826377751	0.358987272084576	0.135384689666075	2.65160907758487	0.00801092326985233	0.066509114402584	chr3L	1302943	1304717	+	protein_coding	CG9149
FBgn0030040	2160.17820844641	0.30588054608466	0.115445825762847	2.64955916823714	0.00805968581284919	0.0668498005435842	chrX	8458493	8460898	-	protein_coding	CG15347
FBgn0053094	1500.78759104676	-0.244255573643216	0.092234021609025	-2.6482155866368	0.00809179046973937	0.0670518001472369	chr3R	20832798	20840118	+	protein_coding	Synd
FBgn0032979	2672.21371293187	-0.225935368455505	0.0853464290536892	-2.64727383395707	0.00811436168731634	0.0671744908679174	chr2L	22165719	22169143	-	protein_coding	Clamp
FBgn0030456	686.988288133683	0.320697887201128	0.12122549135302	2.64546576484665	0.00815785415091567	0.0674699773036056	chrX	13155037	13157372	+	protein_coding	CG4332
FBgn0038515	508.208860407358	-0.324441496709191	0.122688779090764	-2.64442680996257	0.0081829401291287	0.0676128128530013	chr3R	17532324	17534587	-	protein_coding	CG5823
FBgn0024177	449.026433484759	0.411222039608692	0.155582951096697	2.64310476636422	0.00821496120513365	0.0678126234595526	chr3L	6604365	6606032	-	protein_coding	zpg
FBgn0037363	1657.68923576537	-0.26871950599155	0.101751474717378	-2.6409396693064	0.00826764403457914	0.0681824485635311	chr3R	5669712	5679930	+	protein_coding	Atg17
FBgn0085438	65.7730659088582	-0.549279821990285	0.208199260872493	-2.63824097976351	0.00833373377337321	0.0686620294032873	chr3R	9742876	9746367	-	protein_coding	CG34409
FBgn0039696	703.488122522985	0.29441601683943	0.111611100571938	2.63787396890389	0.00834275812355603	0.0686709805203456	chr3R	29795696	29799354	-	protein_coding	Rnb
FBgn0052056	1227.2533837911	0.353190560972292	0.133911460823888	2.63749315255986	0.00835213117423182	0.0686827821181363	chr3L	10220482	10225240	-	protein_coding	scramb1
FBgn0052845	14.4548160998188	0.609574785033349	0.231155305778868	2.63707892397024	0.00836233729725319	0.0687014054686964	chr3L	271419	273391	-	protein_coding	CG32845
FBgn0029820	881.432885531491	-0.260411071147172	0.0988015161476669	-2.63569914006144	0.00839641412903114	0.0689159190040308	chrX	5879868	5883391	+	protein_coding	CG16721
FBgn0044020	152.695127004151	0.46194555381331	0.175507080473762	2.63206220835274	0.00848683217623081	0.0695920238450926	chr2R	11652755	11679354	-	protein_coding	Roc2
FBgn0003996	77.9443768177825	0.552093961208859	0.210023584704436	2.62872363589934	0.00857059811944226	0.0701541240239763	chrX	2790598	2796466	-	protein_coding	w
FBgn0032938	1598.40145577854	0.279709691408125	0.106406742977647	2.62868389334014	0.00857159971024656	0.0701541240239763	chr2L	21262955	21282790	+	protein_coding	CG8671
FBgn0015600	1120.54787823796	-0.363089165012575	0.138181096381104	-2.62763268291905	0.00859813030236737	0.0703047497597166	chr2L	3068344	3144786	-	protein_coding	toc
FBgn0031872	487.578472958858	0.296917941348405	0.113121960173586	2.62475951524163	0.00867101860152207	0.0708337884058238	chr2L	6945463	6948808	-	protein_coding	ihog
FBgn0029996	1306.38949930409	-0.318379713565771	0.121398451385142	-2.62260111173656	0.00872613706250661	0.0712168035167403	chrX	8087543	8094064	-	protein_coding	UbcE2H
FBgn0051163	13.3384651579405	0.601293543676159	0.229468232841276	2.62037815095772	0.008783231185312	0.0716152054515873	chr3R	22133829	22296126	+	protein_coding	SKIP
FBgn0052436	402.039894428711	0.390809456599925	0.149196969864853	2.61941952945782	0.00880795508118782	0.0717491708167192	chr3L	21344032	21355049	+	protein_coding	CG32436
FBgn0032886	1884.95750169573	-0.264829428917679	0.101178270705235	-2.61745360018272	0.00885885314554469	0.0720958970480782	chr2L	20797714	20814331	+	protein_coding	CG9328
FBgn0004606	15796.8842026298	-0.327514512640655	0.125191167871191	-2.61611516379202	0.00889365553935012	0.0721073726975314	chr3R	30765925	30789202	+	protein_coding	zfh1
FBgn0004359	83.2240742481911	0.516279085757905	0.19732024657839	2.6164526687473	0.00888486814615967	0.0721073726975314	chr3R	26881733	26910997	+	protein_coding	T48
FBgn0038552	2092.74761504122	-0.292298030233561	0.111743379973208	-2.61579728753188	0.00890193897132857	0.0721073726975314	chr3R	17809400	17811134	-	protein_coding	Alg1
FBgn0262114	2814.5709039612	-0.236784663626987	0.0905202142869997	-2.61582084722255	0.00890132480080365	0.0721073726975314	chr2R	10429707	10436581	+	protein_coding	RanBPM
FBgn0033581	1003.15669417774	-0.249137263153932	0.0952111471835423	-2.61668166515902	0.00887891033520212	0.0721073726975314	chr2R	11147601	11150068	-	protein_coding	CG12391
FBgn0005585	21026.0236986793	0.229612786118093	0.0878054654184871	2.61501701544137	0.00892230104841199	0.0722047019362134	chr3R	9628690	9630851	-	protein_coding	Calr
FBti0019136	44.0266921127169	0.610956803715043	0.23374290284689	2.6137983069169	0.00895418785346674	0.0723950272152717	chr2L	8013668	8018814	+	transposable_element	NA
FBgn0032782	303.826420815083	-0.363546186093517	0.139418858694291	-2.60758257167115	0.00911840753012559	0.0736539155397913	chr2L	19432573	19435841	+	protein_coding	Rab9
FBgn0038966	340.456864417199	-0.341954243395106	0.131158317708106	-2.60718686676151	0.0091289525099852	0.0736703061230242	chr3R	22423315	22424929	-	protein_coding	pinta
FBgn0037553	252.270831069249	-0.443474265273576	0.170181214686918	-2.60589434673759	0.00916347224472727	0.0738799612200705	chr3R	8220145	8222188	+	protein_coding	CG18249
FBgn0029891	1179.02777084768	-0.266134730703454	0.102183305382052	-2.60448347906155	0.00920128568713156	0.0741157564984871	chrX	6683797	6687302	+	protein_coding	Pink1
FBgn0039273	225.407005972307	0.383694681535929	0.147376004674966	2.6035085045368	0.00922749782696464	0.0741887394991367	chr3R	25072728	25074607	-	protein_coding	shams
FBgn0053643	13.8084427549888	0.599178456306308	0.230129875667433	2.60365350030518	0.00922359540962126	0.0741887394991367	chr2L	13531073	13531662	+	protein_coding	CG33643
FBgn0261588	21.5844484689468	0.608335754946841	0.233929691253612	2.60050680906222	0.00930861717127851	0.0747393863996888	chr2R	8327489	8396280	+	protein_coding	pdm3
FBgn0031568	50.4804873810217	-0.57230161817755	0.22008760566689	-2.60033551841056	0.0093132653495393	0.0747393863996888	chr2L	3730465	3754617	+	protein_coding	CG10019
FBgn0027948	7797.86400042778	0.255131607709623	0.0982831127461757	2.59588448697714	0.00943477780019746	0.0756443584332792	chr3R	16050800	16060675	+	protein_coding	msps
FBgn0285925	361.027967129216	0.336365512279232	0.129594879355848	2.59551545517182	0.00944491551231825	0.0756555223120974	chr3R	16625237	16639771	+	protein_coding	Fas1
FBgn0000078	28.6628588018342	-0.602473265759022	0.232251129653935	-2.59405957102011	0.00948500510209602	0.0759063636801412	chr2R	17124763	17126369	+	protein_coding	Amy-d
FBgn0036181	34.0043919101972	-0.600628108796034	0.231674777976827	-2.59254854603167	0.00952677348743847	0.0760936087916768	chr3L	11610577	11620101	-	protein_coding	Muc68Ca
FBgn0036460	650.537120051431	-0.305418684161627	0.117819500557997	-2.59225919915764	0.00953479042078115	0.0760936087916768	chr3L	14982834	14984486	+	protein_coding	CG5114
FBgn0023181	395.97515937965	-0.313748690110244	0.121012494747088	-2.59269665306849	0.00952267221238177	0.0760936087916768	chr2R	24795739	24797414	-	protein_coding	Orc4
FBgn0035533	4056.70630942136	-0.219409516648916	0.084665934639969	-2.59147338988138	0.00955659320028954	0.0761973159223086	chr3L	4322490	4364102	-	protein_coding	Cip4
FBgn0035986	874.93313388415	0.270888126610551	0.104735771150887	2.58639549443234	0.00969855757931674	0.0772580309564173	chr3L	9406178	9410832	-	protein_coding	CG4022
FBgn0265174	571.897268962669	0.303943134799924	0.117583451003139	2.58491422225573	0.00974032264413729	0.0775193479249602	chr2R	16955457	16957308	+	protein_coding	PIG-V
FBgn0013720	363.479428718763	0.360325079593668	0.139502760279518	2.5829243727629	0.00979667952818876	0.0778420966460879	chrX	1470665	1472325	+	protein_coding	pck
FBgn0032409	882.959350082435	0.274045328453283	0.106102030582624	2.58284716087388	0.00979887218212805	0.0778420966460879	chr2L	12097837	12100839	+	protein_coding	Ced-12
FBgn0039073	167.28431252634	0.443290215164997	0.171804339220168	2.58020383639391	0.00987420124511586	0.078153444621681	chr3R	23361888	23363574	-	protein_coding	CG4408
FBgn0031018	40.5508643432236	0.578931093518018	0.224319709372853	2.58083025845824	0.00985630306582752	0.078153444621681	chrX	19475062	19476055	+	protein_coding	narya
FBgn0025739	497.257712053187	0.327364656304474	0.126873056907936	2.5802535564507	0.00987277958256958	0.078153444621681	chrX	4636317	4639112	+	protein_coding	pon
FBgn0031799	708.596001481217	-0.28727393323843	0.111328404985953	-2.5804190159257	0.00986804985653682	0.078153444621681	chr2L	6332880	6338671	-	protein_coding	Pez
FBgn0030466	2731.35387529148	0.265260295429614	0.10289520888544	2.57796546897482	0.00993839288951718	0.0785896132424252	chrX	13288050	13294433	+	protein_coding	CG15744
FBgn0026439	278.914815060661	-0.354333557296564	0.1374879381218	-2.57719740463822	0.00996050486316122	0.0786925365947102	chr2L	9333566	9341925	+	protein_coding	Eaat1
FBgn0039927	289.417484068721	0.412405842803485	0.160093183612119	2.57603624026042	0.00999401709138723	0.0788852571693348	chr4	1126601	1137919	+	protein_coding	CG11155
FBgn0027334	466.900174826246	-0.298718206860318	0.116069585317911	-2.57361311356578	0.0100642743040305	0.0793673992745374	chrX	20391446	20392401	+	protein_coding	l(1)G0004
FBgn0038363	129.623603365212	0.436296426576662	0.169631124018258	2.57203051092029	0.0101103981097516	0.0796585191689085	chr3R	15792687	15793487	+	protein_coding	Acyp2
FBgn0035210	322.227361284912	0.351525758063071	0.136711252881513	2.57130083042788	0.0101317274450177	0.0797539346013174	chr3L	1332306	1333146	-	protein_coding	msd5
FBgn0259113	1577.05256185747	-0.239717764930292	0.093265341482382	-2.57027703024682	0.0101617217545383	0.07991732263501	chr3R	21666561	21671750	-	protein_coding	DNApol-alpha180
FBgn0261986	374.842715723475	-0.348160937569402	0.13554586148821	-2.56858404784042	0.0102114946047549	0.0802358218217394	chr3R	25661794	25665640	+	protein_coding	RASSF8
FBgn0035194	219.967573716498	-0.38347109180121	0.149362879401833	-2.5673788115021	0.0102470600893061	0.0804178827932181	chr3L	1246985	1247677	-	protein_coding	Psf1
FBgn0034432	1461.69773439371	-0.236355183249307	0.0920796796852423	-2.5668549679717	0.0102625526070642	0.0804178827932181	chr2R	19305171	19307445	+	protein_coding	CG7461
FBgn0030768	647.457588151631	0.3376972839454	0.131560227938569	2.56686453981431	0.0102622693357473	0.0804178827932181	chrX	16653219	16655015	-	protein_coding	CG9723
FBgn0040071	1201.15096507252	-0.316656081548951	0.123403716345667	-2.56601738526224	0.0102873671900192	0.0805393787881047	chr3R	16225650	16260329	+	protein_coding	tara
FBgn0014009	1865.81246217186	-0.239853613508851	0.0935181238217839	-2.56478213748103	0.0103240606264735	0.0807535700539082	chr2R	6696738	6699469	+	protein_coding	Rab2
FBgn0039260	1080.68891907827	-0.251935897926274	0.0982689959758524	-2.5637373764171	0.0103551864664519	0.0809238646081979	chr3R	25029428	25033465	-	protein_coding	Smg6
FBgn0030241	1158.98015956536	0.285933494217532	0.11154847255408	2.56331160499672	0.0103678951107154	0.0809500546956671	chrX	10852445	10854869	-	protein_coding	feo
FBgn0052485	206.274570323491	-0.383198521848985	0.149528546002544	-2.56271148281255	0.0103858314345037	0.0810169772226255	chr3L	3050322	3051765	+	protein_coding	CG32485
FBgn0034290	13.1067265952612	-0.582231343562729	0.227373814045932	-2.5606789682699	0.010446784087778	0.0814190352642952	chr2R	18042295	18043744	-	protein_coding	CG5773
FBgn0033266	596.469774365688	-0.278223766842225	0.108747763122868	-2.55843208956746	0.0105145354692991	0.0818733090413203	chr2R	8127574	8129476	+	protein_coding	Socs44A
FBgn0051184	311.886489879891	0.345517245175807	0.135102965256132	2.55743643021281	0.010544682915698	0.0820342193378628	chr3R	23996261	23997017	+	protein_coding	LSm3
FBgn0011817	583.062180373052	0.405053560660701	0.158456910227351	2.55623790770336	0.0105810747952147	0.0822120744650762	chr3L	7979045	8054147	+	protein_coding	nmo
FBgn0013733	28967.8161501866	-0.264822412837905	0.103605796624693	-2.55605787963015	0.010586550798069	0.0822120744650762	chr2R	13864236	13942110	-	protein_coding	shot
FBgn0015520	215.758851893144	0.38240119718398	0.149785215032565	2.55299695033881	0.010680043136063	0.0827974657715446	chr3R	16640204	16643112	+	protein_coding	nonA-l
FBgn0029798	604.767618286459	-0.29489131503312	0.115509420560772	-2.55296333062265	0.0106810740724822	0.0827974657715446	chrX	5747746	5752077	+	protein_coding	CG4078
FBgn0261592	49443.9852901222	-0.272456890791509	0.106776898585086	-2.55164641792249	0.0107215264077018	0.0830366382748687	chrX	7899623	7901331	-	protein_coding	RpS6
FBgn0264845	30.9552845159335	-0.591103263161657	0.231802593737382	-2.55002868445614	0.0107714056283071	0.0833483274512387	chr2L	19558915	19563049	+	pseudogene	Tep5Psi
FBgn0085442	4673.81592034263	-0.223751762734246	0.0878158690100227	-2.54796502336848	0.0108353334111788	0.0837680691153778	chr2R	24881569	24888615	+	protein_coding	NKAIN
FBgn0004390	2624.46179738962	0.252980329121394	0.0993390877359845	2.54663430968629	0.010876734696934	0.0840130641635498	chr3L	9839092	9855285	-	protein_coding	RasGAP1
FBgn0020255	6422.03113594956	0.308834167327033	0.121452744550258	2.54283399251827	0.0109957456819649	0.0848565529836559	chrX	11144851	11148716	-	protein_coding	Ran
FBgn0260431	38.6218827561201	0.567444168057627	0.223189706272853	2.54242983484156	0.011008470130839	0.0848790330676367	chr3L	9433685	9435399	-	protein_coding	CG42526
FBgn0083969	2063.4192655883	-0.220055371448335	0.0866315566748544	-2.54012948508183	0.0110811435108637	0.0851603643644453	chr3R	29869364	29875159	+	protein_coding	CG34133
FBgn0000527	135.130679921586	-0.445923235278534	0.17555833725467	-2.5400288146479	0.0110843336347666	0.0851603643644453	chr3R	21229838	21237177	-	protein_coding	e
FBgn0035346	804.463155512301	0.272519261142163	0.107251666068093	2.54093265990985	0.0110557210736839	0.0851603643644453	chr3L	2488803	2492613	+	protein_coding	CG1146
FBgn0031996	525.06983059058	0.296554947434539	0.116726639155669	2.54059355756013	0.0110664481609691	0.0851603643644453	chr2L	8197192	8198813	+	protein_coding	CG8460
FBgn0038414	48.5095758793067	0.558153019409829	0.219860525240921	2.5386686345728	0.011127516141343	0.0853718023940531	chr3R	16323414	16325128	+	protein_coding	CG6901
